Business Name,Phone,Website,Email,Address,Rating,Reviews,Category,Lead Type,Google Maps URL
Salado at Red Berry,(833) 674-6234,https://www.thesaladoredberry.com/,,"902 Gembler Rd, San Antonio, TX 78219",4.4,220,Apartment rental agency,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Salado%20at%20Red%20Berry&query_place_id=ChIJl5gp-E31XIYR9Q-al2IkkZA
AAA Fresno West Herndon Avenue Branch,(559) 276-7100,https://mwg.aaa.com/agent-office-locations/ca/fresno/aaa-fresno-west-herndon-avenue-branch,,"6717 N Riverside Dr #102, Fresno, CA 93722",4.7,220,Insurance agency,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=AAA%20Fresno%20West%20Herndon%20Avenue%20Branch&query_place_id=ChIJzYzmHRxvlIARZ9PYMb05HCo
AAA San Francisco Lakeshore Plaza Branch,(415) 682-3400,https://mwg.aaa.com/agent-office-locations/ca/san-francisco/aaa-san-francisco-lakeshore-plaza-branch,,"1585 Sloat Blvd, San Francisco, CA 94132",4,215,Insurance agency,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=AAA%20San%20Francisco%20Lakeshore%20Plaza%20Branch&query_place_id=ChIJ1crwxnV9j4ARLJPK39W3bBs
Marquis on Evans,(855) 612-7596,http://www.marquisonevans.com/?utm_medium=organic&utm_source=google&utm_campaign=gbp-website-button,,"1234 Evans Rd, San Antonio, TX 78258",4,213,Apartment rental agency,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Marquis%20on%20Evans&query_place_id=ChIJ68-LOsOJXIYRzT_dSwD-6vM
AAA San Francisco Richmond District Branch,(415) 750-7800,https://mwg.aaa.com/agent-office-locations/ca/san-francisco/aaa-san-francisco-richmond-district-branch,,"599 Clement St, San Francisco, CA 94118",4.5,209,Insurance agency,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=AAA%20San%20Francisco%20Richmond%20District%20Branch&query_place_id=ChIJE6W0ODyHhYARUGYL1hhGQYw
Maddox Hills,(833) 794-4878,https://www.maddoxhills.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D&utm_source=gmb&utm_medium=organic,,"17927 Overlook Loop, San Antonio, TX 78259",4.3,206,Apartment complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Maddox%20Hills&query_place_id=ChIJRbkpgX6LXIYRxwIF5halS-o
Advantage Property Management Services,(925) 273-9865,https://www.propertymanagementpleasanton.com/,,"415 Boulder Ct Ste 300, Pleasanton, CA 94566",4.9,200,Property management company,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Advantage%20Property%20Management%20Services&query_place_id=ChIJUwBxh8Dyj4ARGxEiCilhkMI
Southline,(210) 757-4513,https://www.livesouthline.com/?utm_knock=gmb,,"226 Newell Ave, San Antonio, TX 78215",4.7,199,Apartment complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Southline&query_place_id=ChIJw9fNAvf1XIYRHAJmk4ejt10
Paragon Westover Hills Apartments,(726) 227-3498,https://livebh.com/apartments/paragon-westover-hills-apartments/,,"2015 Escala Pkwy, San Antonio, TX 78251",4,193,Apartment complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Paragon%20Westover%20Hills%20Apartments&query_place_id=ChIJQ6S94eVDXIYREmK8X0P_4Zc
SYNC at Nobu Station,(877) 626-1047,https://www.syncatnobustation.com/,,"18211 Bulverde Rd, San Antonio, TX 78259",4.1,184,Apartment complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=SYNC%20at%20Nobu%20Station&query_place_id=ChIJA4L7092LXIYR6EeabVEKH6s
Palomino Apartment Homes in San Antonio,(210) 697-1411,https://www.apartmentsforrentsanantonio.com/?utm_source=gbp&utm_campaign=unitrev,,"14111 Vance Jackson Rd, San Antonio, TX 78249",3.8,180,Apartment complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Palomino%20Apartment%20Homes%20in%20San%20Antonio&query_place_id=ChIJp9WqlcZmXIYRI0C5qLZkQi8
Ivy Plains at Brooks Townhomes,(210) 533-5105,https://www.ivyplainsatbrooks.com/,,"7200 S Presa St, San Antonio, TX 78223",3.6,172,Apartment complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Ivy%20Plains%20at%20Brooks%20Townhomes&query_place_id=ChIJVeUWtpL3XIYRydZOZ0MHKfE
"The Montecristo Apartments in Stone Oak,San Antonio",(210) 877-5454,https://www.apartmentsstoneoaktx.com/?utm_source=gbp&utm_campaign=unitrev,,"215 N Loop 1604 E, San Antonio, TX 78232",4.4,157,Apartment complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=The%20Montecristo%20Apartments%20in%20Stone%20Oak%2CSan%20Antonio&query_place_id=ChIJ8Z3pHQBiXIYRBzedlJl7P7M
"Windrose Realty, LLC",(210) 560-4576,http://www.windroserealty.com/,,"18911 Hardy Oak Blvd #157, San Antonio, TX 78258",4.7,157,Property management company,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Windrose%20Realty%2C%20LLC&query_place_id=ChIJF33OSh1gXIYRDCMflcdc6P0
Islamic Center of Manteca,(209) 647-4461,http://icomanteca.org/,,"1058 Union Rd, Manteca, CA 95337",4.9,156,Mosque,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Islamic%20Center%20of%20Manteca&query_place_id=ChIJu8VqV1lAkIARAJK-WFvBYxU
Prose Westover Hills,(210) 361-2068,,,"9219 Vista West Drive, San Antonio, TX 78245",4,150,Apartment rental agency,Service & Maintenance,"https://www.google.com/maps/place/Prose Westover Hills/@29.438222,-98.664446,14z/data=!3m1!4b1!4m9!3m8!5m2!4m1!1i2!8m2!3d29.438222!4d-98.664446!16snull!17Bnull"
Medical Center Apartments,(210) 504-2856,https://themedicalcenterapts.com/,,"5055 Von Scheele Dr, San Antonio, TX 78229",3.4,150,Apartment complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Medical%20Center%20Apartments&query_place_id=ChIJH4PMB_ddXIYR9oL4VWEYTIc
Legends on the Green,(844) 431-2002,https://www.legendssanantonio.com/?utm_source=GMB&utm_medium=organic,,"130 Talavera Pkwy, San Antonio, TX 78232",3.8,149,Apartment building,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Legends%20on%20the%20Green&query_place_id=ChIJn8B4VPFhXIYRsZ4R-GEv8vU
AAA Fresno Park Crossing Branch,(559) 433-6780,https://mwg.aaa.com/agent-office-locations/ca/fresno/aaa-fresno-park-crossing-branch?y_source=1_MTIzMTQ1NDktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,"8380 N Fresno St #101, Fresno, CA 93720",4.6,147,Auto insurance agency,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=AAA%20Fresno%20Park%20Crossing%20Branch&query_place_id=ChIJ-10dHoZDlIAR-HdEgPxfNDQ
Select Property Management Group,(210) 973-3010,http://selectpmg.com/,,,4.8,146,Property management company,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Select%20Property%20Management%20Group&query_place_id=ChIJ7zPR0VuJXIYRgjRwgRjm9LE
Allora Alamo Heights,(877) 373-0163,https://alloraalamoheights.com/?rccustomid=NTU1MzI%3D-9c4ihQ%2B7q60%3D&utm_source=gmb&utm_medium=organic,,"9206 Jones Maltsberger Rd, San Antonio, TX 78216",4.7,146,Apartment rental agency,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Allora%20Alamo%20Heights&query_place_id=ChIJV-DU9vZhXIYRfZOu0c2RXqw
Eleven West,(844) 756-1329,https://www.elevenwestapartments.com/,,"12136 US-90, San Antonio, TX 78245",4.2,143,Apartment complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Eleven%20West&query_place_id=ChIJI1pDbyNFXIYRdSzXy1pzZac
3D Realty and Property Management,(210) 276-0140,http://3drealtypm.com/,,"8200 I-10 Suite #505, San Antonio, TX 78230",4.5,143,Real estate agency,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=3D%20Realty%20and%20Property%20Management&query_place_id=ChIJ5SfsyXBdXIYRL3gLnf7vv2k
"Associated Asset Management (AAM, LLC)",(210) 342-1181,https://www.associatedasset.com/,,"16414 San Pedro Ave Suite 240, San Antonio, TX 78232",4.4,141,Property management company,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Associated%20Asset%20Management%20(AAM%2C%20LLC)&query_place_id=ChIJVa90BbH0XIYRlHHNOgK2yVU
San Antonio Station Apartments,(726) 238-4041,https://www.sastation.com/?utm_source=GMB&utm_medium=organic,,"7458 Louis Pasteur Dr, San Antonio, TX 78229",4.4,141,Apartment complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=San%20Antonio%20Station%20Apartments&query_place_id=ChIJHSbL8_1dXIYRvPc-C0qtsxk
AAA Summerlin Branch,(702) 545-9600,https://mwg.aaa.com/agent-office-locations/nv/las-vegas/aaa-summerlin-branch,,"10860 W Charleston Blvd Ste 130, Las Vegas, NV 89135",4.3,141,Insurance agency,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=AAA%20Summerlin%20Branch&query_place_id=ChIJq_CacU2-yIARC9bhO7arJug
"Great Northwest Community Improvement Association, Inc.",(210) 681-2983,http://www.greatnorthwest.org/,,"8809 Timberwilde Dr, San Antonio, TX 78250",3.9,135,Homeowners' association,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Great%20Northwest%20Community%20Improvement%20Association%2C%20Inc.&query_place_id=ChIJJdfO20pdXIYR6qkazCls6xw
Dolce Vita Cibolo Canyons Apartments,(210) 560-2028,https://www.livedvcibolo.com/,,"4130 Cibolo Canyons St, San Antonio, TX 78261",4.5,134,Apartment rental agency,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Dolce%20Vita%20Cibolo%20Canyons%20Apartments&query_place_id=ChIJazV8B0KJXIYRxLModVWjZx0
River House Apartments,(888) 470-8256,https://riverhousesa.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,,"122 Roy Smith St, San Antonio, TX 78215",4,133,Apartment complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=River%20House%20Apartments&query_place_id=ChIJeYhUbvf1XIYRY55pjKUVZeo
Celeste at La Cantera,(210) 767-2450,https://www.liveceleste.com/,,"6107 Via La Cantera, San Antonio, TX 78256",4.1,131,Apartment complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Celeste%20at%20La%20Cantera&query_place_id=ChIJ6fld7YVmXIYRuE15WzQKzLU
Bluefax Property Management,(210) 695-8252,http://bluefaxpm.com/,,,4.9,127,Property management company,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Bluefax%20Property%20Management&query_place_id=ChIJrcVa6FloXIYRu9QgkNiv9IY
Pyramis Company Property Management,(210) 593-9807,https://pyramiscompany.com/,,"9901 IH 10 West Suite 800, San Antonio, TX 78230",4.7,126,Property management company,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Pyramis%20Company%20Property%20Management&query_place_id=ChIJIRTuOK1gXIYRnWlu9hTO6Jk
Birdsong Apartments at Leon Springs,(844) 547-0774,http://www.birdsongleonsprings.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D&utm_source=googlemybusiness&utm_medium=organic&utm_campaign=gmblisting,,"25500 Two Creeks, San Antonio, TX 78255",4.7,126,Apartment complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Birdsong%20Apartments%20at%20Leon%20Springs&query_place_id=ChIJc9KvoPZlXIYRG0-1Lug3Jio
The Overlook at The Rim,(726) 204-5013,https://overlookattherim.com/,,"19035 Talavera Ridge, San Antonio, TX 78257",4.6,124,Apartment rental agency,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=The%20Overlook%20at%20The%20Rim&query_place_id=ChIJ1Qs_Uo1lXIYRMBedns-IAe4
Chandler Apartment Homes,(725) 209-7409,https://www.chandlerapthomes.com/?utm_source=gmb_chandler&utm_medium=google_listing&utm_campaign=chandler&utm_term=apartments_in_lasvegas&utm_content=visit_website,,"6767 W Windmill Ln, Las Vegas, NV 89139",4.1,119,Apartment complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Chandler%20Apartment%20Homes&query_place_id=ChIJN4zeJHzIyIAR2K73p9uPrFI
The VUE,(844) 202-7054,https://thevuesatx.com/,,"11327 Expo Blvd, San Antonio, TX 78230",4.7,117,Apartment complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=The%20VUE&query_place_id=ChIJY6Yt_hNnXIYRrRGve96susk
Watson Realty,(661) 327-5161,https://www.watsonrealty.com/,,"9101 Camino Media, Bakersfield, CA 93311",3.4,111,Real estate agency,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Watson%20Realty&query_place_id=ChIJ83Fei2RB6oARdQABsF-_D9Q
Paloma Luxury Apartments,(210) 972-6911,https://www.palomaluxuryapartments.com/?utm_knock=gbp,,"4398 Vasquez Cir, San Antonio, TX 78109",4.1,106,Apartment complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Paloma%20Luxury%20Apartments&query_place_id=ChIJiT_VZVXtXIYR7OKI5jsvEdw
Wildwood Management Group,(210) 732-0000,https://www.wildwood-tx.com/,,"14800 San Pedro Ave # 216, San Antonio, TX 78232",3.6,100,Property management company,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Wildwood%20Management%20Group&query_place_id=ChIJAQCw_GVfXIYRiabTW5RPfg4
ForeFront Property Management,,,,"4606 Centerview Dr Unit 109, San Antonio, TX 78228",4.4,99,Property management company,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=ForeFront%20Property%20Management&query_place_id=ChIJf4mSTAFiXIYRsfWFgKg6Xac
All County Alamo Property Management,(210) 718-0992,https://allcountyalamo.com/,,"1777 Northeast Interstate 410 Loop #600, San Antonio, TX 78217",4.1,95,Property management company,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=All%20County%20Alamo%20Property%20Management&query_place_id=ChIJc017FqCSXIYRFiieLfHgyWs
PoolZoom Showroom,(210) 496-2244,https://www.poolzoom.com/san-antonio-pool-supplies,,"16110 San Pedro Ave, San Antonio, TX 78232",3.8,95,Swimming pool supply store,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=PoolZoom%20Showroom&query_place_id=ChIJ5TJ0yHKKXIYRRAuevuaZPhs
BizBuySell,(888) 777-9892,https://www.bizbuysell.com/,,"425 Market St 7th floor, San Francisco, CA 94105",3.7,94,Internet marketing service,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=BizBuySell&query_place_id=ChIJ8xIUO9d_j4AROEYF12KDppg
Vista Ridge Apartments in San Antonio,(210) 698-8777,https://www.apartmentsforrentsanantoniotx.com/?utm_source=gbp&utm_campaign=unitrev,,"6522 Camp Bullis Rd, San Antonio, TX 78256",4.2,94,Apartment complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Vista%20Ridge%20Apartments%20in%20San%20Antonio&query_place_id=ChIJ8W4WDDZkXIYR3BBYlTmUEOY
RISE Association Management Group,(210) 871-8333,https://riseamg.com/texas/san-antonio-hoa-management/?utm_source=gbp&utm_medium=local_gbp&utm_campaign=local_boost,,"401 E Sonterra Blvd Suite 375, San Antonio, TX 78258",5,93,Property management company,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=RISE%20Association%20Management%20Group&query_place_id=ChIJ9yUsDjZjXIYR7XP4hE-x5LI
Park at Westover Hills,(210) 255-3009,http://parkatwestoverhills.com/?utm_source=google+local&utm_medium=organic&utm_campaign=website+link+beacon,,"4103 Rogers Rd, San Antonio, TX 78251",4.9,92,Apartment complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Park%20at%20Westover%20Hills&query_place_id=ChIJNxgdLwBDXIYRouEHUrGDITM
Real Property Management LoneStar,(210) 314-1039,https://www.rpmlonestar.com/?cid=LSTL_RPM000203&utm_source=gmb&utm_campaign=local&utm_medium=organic,,"12702 Toepperwein Rd Suite 204, San Antonio, TX 78233",3.9,91,Property management company,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Real%20Property%20Management%20LoneStar&query_place_id=ChIJ9__ARhmNXIYRuM0cOl_RMlo
San Francisco Tenants Union,(415) 282-6622,http://www.sftu.org/,,"558 Capp St, San Francisco, CA 94110",4.6,86,Non-profit organization,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=San%20Francisco%20Tenants%20Union&query_place_id=ChIJ4Q5OUjl-j4ARrPVP4zGQrYs
The Quarry Townhomes,(833) 396-0230,https://www.missionrockresidential.com/apartments/tx/san-antonio/quarry-townhomes/?utm_source=GBP&utm_medium=Listing&utm_campaign=Reputation+Listings,,"250 Treeline Park, San Antonio, TX 78209",4.5,85,Apartment complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=The%20Quarry%20Townhomes&query_place_id=ChIJz3eorUT1XIYRXcqgBY8w8ws
Westside Christian Fellowship,(661) 270-0353,http://westsidechristianfellowship.org/,,"9306 Leona Ave, Leona Valley, CA 93551",4.9,82,Christian church,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Westside%20Christian%20Fellowship&query_place_id=ChIJsTFKX4hdwoARlisCEbt-58s
Trustmark Property Management - San Antonio,(210) 477-9443,http://www.trustpm.com/,,"19230 Stone Oak Pkwy #260, San Antonio, TX 78258",4.7,81,Property management company,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Trustmark%20Property%20Management%20-%20San%20Antonio&query_place_id=ChIJubXFA05jXIYR9IcJ5d9jsHs
Hill Country Homeowners Association Management,(800) 998-6721,http://www.hillcountryhomeowners.com/,,"11844 Bandera Rd #466, Helotes, TX 78023",2.7,75,Association / Organization,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Hill%20Country%20Homeowners%20Association%20Management&query_place_id=ChIJFTfvOIZoXIYRmxp4Ungumeg
Bay Property Management Group San Antonio,(726) 888-6950,https://texasbmg.com/areas-we-serve/property-management-in-san-antonio-texas/,,"7400 Blanco Rd Suite 262, San Antonio, TX 78216",5,73,Property management company,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Bay%20Property%20Management%20Group%20San%20Antonio&query_place_id=ChIJGW_-5L5hXIYRM5oMJvwRAh0
Catholic Charities of the East Bay,(510) 768-3100,http://www.cceb.org/,,"433 Jefferson St, Oakland, CA 94607",4.1,73,Social services organization,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Catholic%20Charities%20of%20the%20East%20Bay&query_place_id=ChIJ4-TIo7mAj4ARMq5nDblW2ko
Encino Park Homeowners Association,(210) 497-3022,https://www.encinoparkhoa.org/,,"1923 Encino Rio, San Antonio, TX 78259",4.6,69,Homeowners' association,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Encino%20Park%20Homeowners%20Association&query_place_id=ChIJ6_US7pmJXIYR-2GHxbHQdMs
Trio Homeowners Association Management,(210) 399-1402,http://www.triohoa.com/,,"11467 Huebner Rd Suite 175, San Antonio, TX 78230",3.5,66,Property management company,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Trio%20Homeowners%20Association%20Management&query_place_id=ChIJ-22LfS9kXIYRetzL57B_SWY
Park at Stone Oak Apartments,(210) 942-0417,https://www.parkatstoneoak.com/?utm_source=gmb&utm_medium=organic,,"20727 Stone Oak Pkwy, San Antonio, TX 78258",4.9,66,Apartment rental agency,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Park%20at%20Stone%20Oak%20Apartments&query_place_id=ChIJLypRaSuJXIYRQYjdYsfXYPk
300 Main,(210) 944-8967,https://live300main.com/?utm_source=google+local&utm_medium=organic&utm_campaign=website+link+beacon,,"300 N Main Ave, San Antonio, TX 78205",4.7,64,Apartment complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=300%20Main&query_place_id=ChIJsVxixIhfXIYRkGUN-lTvH0I
Vineyard Garden Apartments in San Antonio,(210) 349-3431,https://www.vineyardgardenapartments.com/,,"7530 Mockingbird Ln, San Antonio, TX 78229",4.3,64,Apartment complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Vineyard%20Garden%20Apartments%20in%20San%20Antonio&query_place_id=ChIJpeprNBteXIYRjUSo1CS_6H8
Sienna Ridge Apartments,(210) 641-9900,http://www.siennaridgeapartments.com/,,"5903 Babcock Rd, San Antonio, TX 78240",4.8,63,Apartment complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Sienna%20Ridge%20Apartments&query_place_id=ChIJ2Wi7N2xnXIYRS5vs4rdsf9Q
Cornertstone Property Management,(210) 440-1223,https://www.cornerstonepmtx.com/,,"4615 Walzem Rd Ste 203, San Antonio, TX 78218",4.8,60,Property management company,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Cornertstone%20Property%20Management&query_place_id=ChIJMQOzlMOyC6kRkP0c6M-QqQw
MedWest Apartments,(210) 593-4441,http://www.medwestsatx.com/,,"7139 Wurzbach Rd, San Antonio, TX 78240",4.4,58,Apartment complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=MedWest%20Apartments&query_place_id=ChIJQ825Jq5dXIYRkQG4mvqJ5e8
Meridian Apartments,(833) 643-6168,https://www.missionrockresidential.com/apartments/tx/san-antonio/meridian-apartments/?utm_source=GBP&utm_medium=Listing&utm_campaign=Reputation+Listings,,"680 E Basse Rd #7431, San Antonio, TX 78209",4.4,57,Apartment complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Meridian%20Apartments&query_place_id=ChIJs4puEF31XIYRJEBolcVRfI4
Conventus Holdings Corp.,(800) 204-2705,http://cvlending.com/,,"115 Sansome St # 700, San Francisco, CA 94104",4,56,Mortgage lender,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Conventus%20Holdings%20Corp.&query_place_id=ChIJqR-QdC5-j4ARuMIDyRumLVU
Vue at Sonoma Verde,(830) 293-3937,https://www.vue-sonomaverde.com/?utm_knock=g,,"18531 Kyle Seale Pkwy, San Antonio, TX 78255",4.4,54,Apartment complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Vue%20at%20Sonoma%20Verde&query_place_id=ChIJcx30naRlXIYRzQzCtpISKm8
Caroline at Brooks,(726) 610-6386,https://www.carolineatbrooks.com/?switch_cls[id]=64600&utm_source=google%20-%20entrataseo&utm_medium=organic&utm_campaign=gmb&utm_content=website%20click,,"7910 S New Braunfels Ave, San Antonio, TX 78235",4.8,53,Apartment complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Caroline%20at%20Brooks&query_place_id=ChIJr1Q0DLrSUKkRPFuQJQfRvk4
Westwind Enterprises Ltd,(408) 998-8558,http://www.westwindenterprises.com/,,"1515 The Alameda # 200, San Jose, CA 95126",4.4,48,Property management company,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Westwind%20Enterprises%20Ltd&query_place_id=ChIJ0dbZ_WjLj4ARuRd5VYEeSBU
Leslie's Pool Supplies,(650) 592-6900,https://lesliespool.com/location/san-carlos-california-san-carlos-146.html?utm_source=gmb&utm_medium=organic&utm_campaign=store_146,,"770 El Camino Real, San Carlos, CA 94070",4.4,45,Swimming pool supply store,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Leslie's%20Pool%20Supplies&query_place_id=ChIJp8AnFxuij4ARXm06Jq-rzGw
Lafayette Place HOA,(210) 705-9597,https://lafayetteplace.net/homeowners-association,,"7500 Callaghan Rd, San Antonio, TX 78229",4.3,45,Condominium complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Lafayette%20Place%20HOA&query_place_id=ChIJK1BoShpeXIYRjZkW9x2GLE0
Pool Mart,(210) 822-8882,https://www.poolmarttx.com/,,"2620 Harry Wurzbach Rd UNIT 102, San Antonio, TX 78209",4,44,Swimming pool supply store,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Pool%20Mart&query_place_id=ChIJpVamy-X0XIYRaVINxAomEuc
Congregation Emanu-El,(415) 751-2535,https://emanuelsf.org/,,"2 Lake St, San Francisco, CA 94118",4.7,44,Reform synagogue,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Congregation%20Emanu-El&query_place_id=ChIJKUeAlDqHhYARI9c75e0Gows
Alamo Residences at Spurs Lane,(726) 600-3062,https://www.livealamospurslane.com/?utm_source=gmb&utm_medium=organic,,"2 Spurs Ln, San Antonio, TX 78240",4.9,43,Apartment rental agency,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Alamo%20Residences%20at%20Spurs%20Lane&query_place_id=ChIJ1c-eGBxnXIYR4OUmk0mNQgM
Braun Station East Community Improvement Association Inc.,(210) 684-4186,http://braunstationeast.org/,,"9350 Knighthood, San Antonio, TX 78254",4.6,42,Homeowners' association,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Braun%20Station%20East%20Community%20Improvement%20Association%20Inc.&query_place_id=ChIJIUmrn91nXIYRpY__b2y5l8E
Misty Oaks Homeowners Association,(210) 680-0809,https://mistyoakssa.com/,,"7711 Misty Park St, San Antonio, TX 78250",4.2,41,Association / Organization,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Misty%20Oaks%20Homeowners%20Association&query_place_id=ChIJ40gtpT9dXIYR0i5T09kBJoA
Casa Cantera Property Management,(210) 890-1989,http://www.casacanteratx.com/,,"4204 Gardendale Rd Suite 308, San Antonio, TX 78229",5,40,Property management company,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Casa%20Cantera%20Property%20Management&query_place_id=ChIJkR4-96dhXIYR6D4q8GLY1IU
French Place Apartments,(210) 903-9637,https://venterraliving.com/apartments/french-place?id=TX4FRGOO,,"109 W French Pl, San Antonio, TX 78212",4.7,40,Apartment complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=French%20Place%20Apartments&query_place_id=ChIJoU9uz2dfXIYRaf7HYKAlYgE
Real Property Management First Class,(210) 444-2070,https://www.rpmfirstclass.com/?cid=LSTL_RPM000203&utm_source=gmb&utm_campaign=local&utm_medium=organic,,"1846 N Loop 1604 W Ste 205, San Antonio, TX 78248",4.5,35,Property management company,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Real%20Property%20Management%20First%20Class&query_place_id=ChIJC-wV_SxhXIYRSRDB3lvk4Xs
The Broadway San Antonio,(210) 930-4242,https://wrmcinc.com/,,"4242 Broadway, San Antonio, TX 78209",4.2,33,Condominium complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=The%20Broadway%20San%20Antonio&query_place_id=ChIJWwH57Jj1XIYRM-MtoVnNpY4
Patriot HOA,(210) 568-1558,http://www.patriothoa.com/,,"1826 Grandstand Dr, San Antonio, TX 78238",1.4,32,Property management company,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Patriot%20HOA&query_place_id=ChIJ89_1UvlcXIYRkKEvhXCNKJo
PoolZoom Warehouse Location,(888) 756-9666,https://www.poolzoom.com/,,"3814 Ridge Country St #102, San Antonio, TX 78247",3.4,30,Swimming pool supply store,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=PoolZoom%20Warehouse%20Location&query_place_id=ChIJH051BsuKXIYRR22g9DoEtnA
Hance Realty Real Estate & Property Management,(210) 632-2408,http://www.hancerealty.com/,,"1001 Donaldson Ave, San Antonio, TX 78228",4.3,26,Property management company,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Hance%20Realty%20Real%20Estate%20%26%20Property%20Management&query_place_id=ChIJGf5g9EZeXIYRL0Lk1RsepKk
Estonia Homeowners Association,(210) 647-8155,,,"8530 Tallinn Trace, San Antonio, TX 78238",4.1,25,Homeowners' association,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Estonia%20Homeowners%20Association&query_place_id=ChIJn72E-tNcXIYRwe7qIHdUpNY
