Business Name,Phone,Website,Email,Address,Rating,Reviews,Category,Lead Type,Google Maps URL
Legend Homes - San Antonio,(210) 402-0642,https://livelegendhomes.com/,,"2714 N Loop 1604 E, San Antonio, TX 78232",2.9,38,Home builder,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Legend%20Homes%20-%20San%20Antonio&query_place_id=ChIJK8F0ZX5hXIYRZnQyUj-oVE0
Bayless Custom Homes,(210) 446-8362,http://baylesscustomhomessa.com/,,"1076 Ivy Ln, San Antonio, TX 78209",4.7,31,Custom home builder,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Bayless%20Custom%20Homes&query_place_id=ChIJlZPoJk1fXIYRE8iiY49_PdA
Home & Patio Outdoor Living,(210) 698-5052,https://homeandpatio.com/,,"19727 I-10, San Antonio, TX 78257",4,31,Outdoor furniture store,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Home%20%26%20Patio%20Outdoor%20Living&query_place_id=ChIJI2M0z-NlXIYRGp05kvWBV-I
Your Texas Hill Country Luxury Realtor - Malina Bercher,(808) 217-2700,https://www.malinabercher.com/,,"2722 W Bitters Rd Suite 220, San Antonio, TX 78248",5,31,Real estate agency,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Your%20Texas%20Hill%20Country%20Luxury%20Realtor%20-%20Malina%20Bercher&query_place_id=ChIJNxuG100cPqARV84Rfdu29Xc
Pulte Homes Las Vegas,(702) 914-4800,https://www.pulte.com/,,"7255 S Tenaya Way, Las Vegas, NV 89113",4,30,Home builder,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Pulte%20Homes%20Las%20Vegas&query_place_id=ChIJZw4w9cTHyIAR7Hn_oKkcAIY
Yard By Design,(210) 638-8804,https://yardbydesign.com/,,"213 Redrock Dr, San Antonio, TX 78213",4.9,30,Landscape designer,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Yard%20By%20Design&query_place_id=ChIJvyBfwlJfXIYRReKiOqyrjTw
McNair Custom Homes,(210) 408-6511,http://mcnaircustomhomes.com/,,"21252 Gathering Oak, San Antonio, TX 78260",4.5,27,Custom home builder,New Pool Construction,https://www.google.com/maps/search/?api=1&query=McNair%20Custom%20Homes&query_place_id=ChIJb_XF-U9iXIYRN9tgQJQZB60
Outdoor Creations,(210) 279-1620,http://www.createsatx.com/,,,4.4,27,Outdoor furniture store,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Outdoor%20Creations&query_place_id=ChIJSZkrfQNiXIYR9Le6coyzFWw
Weston Dean Custom Homes,(210) 408-9107,https://www.westondeanhomes.com/?utm_source=GMB&utm_medium=organic&utm_campaign=webite-link,,"400 N Loop 1604 E Suite 250, San Antonio, TX 78232",4.7,26,Custom home builder,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Weston%20Dean%20Custom%20Homes&query_place_id=ChIJyY7kt_hhXIYRorsFLOnPaEc
Michael McCall | Realtor with Life in San Antonio Texas Home Group,(830) 253-2389,http://www.lifeinsanantoniotexas.com/,,"607 E Sonterra Blvd, San Antonio, TX 78258",5,26,Real estate agent,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Michael%20McCall%20%7C%20Realtor%20with%20Life%20in%20San%20Antonio%20Texas%20Home%20Group&query_place_id=ChIJtTqX_3T2L0QRwtMOOv0WUEM
Outdoor Living in Texas,(254) 848-8220,https://www.outdoorlivingintexas.com/,,"6908 Old McGregor Rd Ste. B, Woodway, TX 76712",4.7,25,Landscape architect,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Outdoor%20Living%20in%20Texas&query_place_id=ChIJj5UhNSqJT4YR1IuvgJzkxy4
Key Vista Homes,(210) 352-0007,http://keyvista-homes.com/?utm_source=gmb&utm_medium=organic&utm_campaign=optimization,,"17218 Clovis, Helotes, TX 78023",4.9,24,Custom home builder,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Key%20Vista%20Homes&query_place_id=ChIJAQAMIbBuXIYRh8KtaEmoU7Q
Stone Creek Custom Homes,(210) 494-5400,https://stonecreekcustomhomes.com/,,"25120 Blanco Rd, San Antonio, TX 78260",4.8,24,Custom home builder,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Stone%20Creek%20Custom%20Homes&query_place_id=ChIJWbPqzdBiXIYRgXTgO5SAKUY
"Hill Country Outdoor Living, LLC",(512) 200-2385,http://www.hillcountryoutdoorliving.com/,,"3503 Wild Cherry Dr Unit 12, Austin, TX 78738",5,24,Contractor,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Hill%20Country%20Outdoor%20Living%2C%20LLC&query_place_id=ChIJn8kozmI3W4YRUS67OI7ityQ
Water Rock Custom Pools & Outdoor Living,(210) 473-8436,http://www.sanantoniooutdoorliving.net/,,"13620 NW Military Hwy #203 suite 5, San Antonio, TX 78231",4.3,24,Swimming pool contractor,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Water%20Rock%20Custom%20Pools%20%26%20Outdoor%20Living&query_place_id=ChIJKSdeTJmKXIYRcCUGW99-tQk
Diamante Luxury Homes,(210) 341-6430,http://www.diamantehomes.com/,,"13526 George Rd #102, San Antonio, TX 78230",4.3,23,Custom home builder,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Diamante%20Luxury%20Homes&query_place_id=ChIJzys4aF1nXIYRkwMfAQ3fbjU
"Heffner Design Team, PLLC, San Antonio",(210) 820-2677,http://www.heffnerdesignteam.com/,,"1777 NE Interstate 410 Loop Suite 600, San Antonio, TX 78217",5,23,Landscape architect,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Heffner%20Design%20Team%2C%20PLLC%2C%20San%20Antonio&query_place_id=ChIJ3WDdzTb1XIYR0wGUyGy09_4
"Traeger Landscaping, LLC",(210) 837-7943,http://www.traegerlandscaping.com/,,"9823 Greentree St, San Antonio, TX 78230",4.8,23,Landscape designer,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Traeger%20Landscaping%2C%20LLC&query_place_id=ChIJqygtuaVfZiURObsGuS4p_h0
Home of The Best Realtors In San Antonio!,(210) 508-3000,https://bestrealtorsanantoniotx.resi-realestate.com/,,"15600 San Pedro Ave #100, San Antonio, TX 78232",5,23,Real estate agent,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Home%20of%20The%20Best%20Realtors%20In%20San%20Antonio!&query_place_id=ChIJkYSWQ1RlXIYRdwy4dosy7bw
Superior Outdoor Designs,(210) 698-5010,,,"21195 I-10 STE 1101, San Antonio, TX 78257",2.6,22,Deck builder,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Superior%20Outdoor%20Designs&query_place_id=ChIJCR9Ev6RmXIYRUt2TYUxtcuk
Perry Homes - San Antonio Design Center,(210) 547-5637,https://www.perryhomes.com/,,"3010 N Loop 1604 W, San Antonio, TX 78248",4.4,20,Home builder,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Perry%20Homes%20-%20San%20Antonio%20Design%20Center&query_place_id=ChIJI01ar3xhXIYRrCEMtuts67I
Genuine Custom Homes,(210) 387-6109,http://genuinecustomhomes.com/,,"18756 Stone Oak Pkwy STE. 200, San Antonio, TX 78258",5,20,Custom home builder,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Genuine%20Custom%20Homes&query_place_id=ChIJycZkRwJiXIYRODmucC9cFaE
O. W. Lee,(830) 267-9533,https://www.owlee.com/,,"1206 Fifth St, Comfort, TX 78013",3.2,18,Furniture manufacturer,New Pool Construction,https://www.google.com/maps/search/?api=1&query=O.%20W.%20Lee&query_place_id=ChIJe3jDslPzW4YRQyQcl_O-I6E
The Kyle Gordon Group,(661) 475-6398,https://thekylegordongroup.com/,,"38700 5th St W suite a, Palmdale, CA 93551",5,17,Real estate agent,New Pool Construction,https://www.google.com/maps/search/?api=1&query=The%20Kyle%20Gordon%20Group&query_place_id=ChIJExZu-XJZwoARR_CPp2L12Kk
Adam Wilson Custom Homes,(210) 559-6096,http://www.adamwilsonhomes.com/,,"107 Wellesley Cv, Shavano Park, TX 78231",4.4,16,Custom home builder,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Adam%20Wilson%20Custom%20Homes&query_place_id=ChIJpU2vKZJhXIYRBnKlGorMeGg
Dale Sauer Homes,(210) 490-1061,http://www.dalesauerhomes.com/,,"20079 Stone Oak Pkwy #1285, San Antonio, TX 78258",4.3,15,Custom home builder,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Dale%20Sauer%20Homes&query_place_id=ChIJk1I9OuCIXIYRJj22MNILryY
"South Side Living and Maker Spaces | Lofts for rent in San Antonio, TX",(210) 879-7673,http://thesouth-side.com/,,"2450 Roosevelt Ave, San Antonio, TX 78210",3.3,15,Apartment building,New Pool Construction,https://www.google.com/maps/search/?api=1&query=South%20Side%20Living%20and%20Maker%20Spaces%20%7C%20Lofts%20for%20rent%20in%20San%20Antonio%2C%20TX&query_place_id=ChIJ__8_XNP3XIYRCvrxh2BYJvA
Coventry Homes - San Antonio,(210) 408-1205,https://www.coventryhomes.com/new-homes/tx/san-antonio/?utm_source=gbp&utm_medium=organic&utm_campaign=google_locations,,"16914 US-281, San Antonio, TX 78232",3.6,14,Home builder,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Coventry%20Homes%20-%20San%20Antonio&query_place_id=ChIJBbaLsxGKXIYRrlc0ao--C4A
Custom Patios of Texas LLC,(210) 350-9801,,,"1518 Blanco Rd, San Antonio, TX 78212",5,14,Construction company,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Custom%20Patios%20of%20Texas%20LLC&query_place_id=ChIJn8IbcQmVBYkR0qSME6VF40s
"J & J Development, Inc. Custom Homes",(210) 402-3171,http://www.jjdevelopment.com/,,"142 W Rhapsody Dr #8, San Antonio, TX 78216",5,11,Custom home builder,New Pool Construction,https://www.google.com/maps/search/?api=1&query=J%20%26%20J%20Development%2C%20Inc.%20Custom%20Homes&query_place_id=ChIJk5XnhDxgXIYRNz89X5F42u4
The Ross Group- Luxury Real Estate,(210) 265-6136,https://realestateservicessanantoniotx.com/,,,5,11,Real estate agent,New Pool Construction,https://www.google.com/maps/search/?api=1&query=The%20Ross%20Group-%20Luxury%20Real%20Estate&query_place_id=ChIJycZkRwJiXIYRqexhg8n3le0
Quality Patio Furniture,(830) 367-3848,http://www.qualitypatiofurniture.net/,,"994 TX-39, Ingram, TX 78025",5,10,Outdoor furniture store,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Quality%20Patio%20Furniture&query_place_id=ChIJLwBLVdBbWYYRjjNcPHeyMZA
Character House Homes,(210) 884-9380,http://www.characterhousehomes.com/,,"21535 Cielo Vista Dr, San Antonio, TX 78255",4.6,9,Custom home builder,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Character%20House%20Homes&query_place_id=ChIJP_ViMIhlXIYRisgqVWKiQ_M
Texas Outdoor Living,(210) 989-0396,https://www.txoutdoorliving.net/,,,5,9,Swimming pool contractor,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Texas%20Outdoor%20Living&query_place_id=ChIJ32kREKzMR0wRLR_4e6ldY0I
Burdick Custom Homes,(210) 497-2200,http://www.burdickhomes.com/,,"23119 W I-10 Suite 902, San Antonio, TX 78257",4.8,8,Custom home builder,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Burdick%20Custom%20Homes&query_place_id=ChIJx2xaqIFiXIYRbCuvzlVoQqg
Leifeste Landscape Design,(210) 288-3170,http://www.leifestelandscapedesign.com/,,"110 W Castle Ln, San Antonio, TX 78213",4.5,8,Landscape designer,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Leifeste%20Landscape%20Design&query_place_id=ChIJ0wZ_MGJgXIYRBkaMg3fUy90
Community HousingWorks,(619) 282-6647,https://www.chworks.org/,,"3111 Camino Del Rio N #800, San Diego, CA 92108",3.5,8,Non-profit organization,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Community%20HousingWorks&query_place_id=ChIJkeV1cgRV2YARnc7no_4gV-Q
Bargain Warehouse Outlet,(210) 442-8882,https://bwotx.com/,,"8400 Marbach Rd, San Antonio, TX 78227",4.4,8,,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Bargain%20Warehouse%20Outlet&query_place_id=ChIJmYNdSKpcXIYRGQuaSDtHahc
Texas Signature Custom Homes,(830) 252-8868,https://txsignature.com/,,"15315 San Pedro Ave, San Antonio, TX 78232",5,7,Home builder,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Texas%20Signature%20Custom%20Homes&query_place_id=ChIJ99jMaRiLXIYRhp3DWBh5VFA
Creative Custom Builders,(210) 404-9700,http://www.creativecustombuilders.com/,,"16258 San Pedro Ave, San Antonio, TX 78232",4.9,7,Custom home builder,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Creative%20Custom%20Builders&query_place_id=ChIJl_lUTg2KXIYRwCfRODKIBTg
Triple R Custom Homes,(210) 774-9463,https://www.rrrhouse.com/,,,5,6,Custom home builder,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Triple%20R%20Custom%20Homes&query_place_id=ChIJV4RhUTS2CKIRAkFUVdC7Eh8
Image Homes Ltd,(210) 699-1773,https://image-homes-ltd.com/,,"16002 Via Shavano STE 101, San Antonio, TX 78249",4.3,6,Custom home builder,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Image%20Homes%20Ltd&query_place_id=ChIJRzL4ZU1hXIYRWTG92Zu_obE
Luxury Outdoor TX,(210) 440-5534,https://www.luxuryoutdoortx.com/,,,4.3,6,Landscape designer,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Luxury%20Outdoor%20TX&query_place_id=ChIJ6ZYANoH1xmYRW5clg-HY31k
San Antonio Luxury Realty,(210) 538-5064,https://www.luxuryrealtysanantonio.com/,,"18402 U.S. Hwy 281 N ste #109, San Antonio, TX 78259",5,6,Property management company,New Pool Construction,https://www.google.com/maps/search/?api=1&query=San%20Antonio%20Luxury%20Realty&query_place_id=ChIJH9JFSl2LXIYR3mi6jTywVwk
SAK Construction,(916) 408-5038,https://www.sakcon.com/contact,,"4253 Duluth Ave, Rocklin, CA 95765",4.5,4,Construction company,New Pool Construction,https://www.google.com/maps/search/?api=1&query=SAK%20Construction&query_place_id=ChIJtwRZO8gjm4ARToPM7D5nFW0
Steve's Handyman Service,(415) 971-2999,http://steveshandymanservice.org/,,,4,4,Handyman/Handywoman/Handyperson,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Steve's%20Handyman%20Service&query_place_id=ChIJ8Yh6a9hgL2YRQThgnZDnjcA
Parkhill,(915) 533-6811,https://parkhill.com/?utm_source=google&utm_medium=gbp,,"501 W San Antonio Ave, El Paso, TX 79901",4.8,4,Engineer,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Parkhill&query_place_id=ChIJD2BXcABZ54YRSI7x-RQee_s
SA Luxury Realty,(210) 772-7777,http://www.saluxuryrealty.com/,,"10 Dominion Dr, San Antonio, TX 78257",5,4,Real estate agency,New Pool Construction,https://www.google.com/maps/search/?api=1&query=SA%20Luxury%20Realty&query_place_id=ChIJPw0-NABlXIYRWvRkr9WeqdI
Canyon Homes of TX,(512) 905-9431,http://canyonhomesoftx.com/,,,3.7,3,Custom home builder,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Canyon%20Homes%20of%20TX&query_place_id=ChIJYZYoq5TQXUkRLq35_4Lct-E
Matt W. Stevens Landscape Architect LLC,(210) 887-3694,http://mwsla.com/,,"8531 N New Braunfels Ave #205, San Antonio, TX 78217",5,3,Landscape architect,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Matt%20W.%20Stevens%20Landscape%20Architect%20LLC&query_place_id=ChIJrdBE4TT1XIYRifGH3gI5kpA
San Antonio Landscaping and Design,(210) 488-5321,https://www.salandscapes.com/,,"31811 Rustle Pkwy, Bulverde, TX 78163",5,3,Landscape designer,New Pool Construction,https://www.google.com/maps/search/?api=1&query=San%20Antonio%20Landscaping%20and%20Design&query_place_id=ChIJ-8JEdD-FXIYRscvKItAxMDI
Miguel Herrera Luxury Lifestyle-The Agency,(210) 563-3660,https://miguelherrera.com/?utm_source=gbp&utm_medium=organic,,"22211 I-10 Suite 1206, San Antonio, TX 78256",5,3,Real estate agency,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Miguel%20Herrera%20Luxury%20Lifestyle-The%20Agency&query_place_id=ChIJf0ZmNABlXIYRkVwJhOCQ2EY
Luxury Properties by Sylvia,(210) 445-3603,,,,5,3,Real estate agency,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Luxury%20Properties%20by%20Sylvia&query_place_id=ChIJ-ZJ-oS9pXIYRbf-i4PdEHpw
"Bridget Archer, Luxury Real Estate Agent",(210) 789-8150,http://bridgetarcher.sothebysrealty.com/,,"6606 N New Braunfels Ave, San Antonio, TX 78209",5,3,Real estate agent,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Bridget%20Archer%2C%20Luxury%20Real%20Estate%20Agent&query_place_id=ChIJD-GGIlr1XIYR4OSHh3Ow0bI
Leca Construction,(650) 595-2106,http://lecaconstruction.com/,,"24 E 25th Ave, San Mateo, CA 94403",5,2,Construction company,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Leca%20Construction&query_place_id=ChIJF561lw-ij4ARpzArqJz4hY0
Sierra Outdoor Living,(830) 833-3129,http://www.sierraoutdoorliving.com/,,"1500 4th St, Blanco, TX 78606",5,2,Landscape designer,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Sierra%20Outdoor%20Living&query_place_id=ChIJH7XfEmtRbKgRfF4LR_Ny9hI
Outdoor Living Spaces,(210) 729-5885,http://outdoorlivingspaces.org/,,,5,2,Screen store,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Outdoor%20Living%20Spaces&query_place_id=ChIJXWb7CWJfXIYRlZ0DIpfl-fI
Applewhite Meadows by First America Homes,(210) 972-1152,https://www.firstamericahomes.com/new-homes/tx/san-antonio/applewhite-meadows/?utm_source=google&utm_medium=gbp,,"10318 Gala Jct, San Antonio, TX 78224",5,2,Home builder,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Applewhite%20Meadows%20by%20First%20America%20Homes&query_place_id=ChIJB20bjFhXXIYR6RenfCwFkFM
San Antonio Home Builder,(210) 379-2374,http://sanantoniohomebuilder.org/,,"2806 Barrel Oak St, San Antonio, TX 78231",5,1,Real estate consultant,New Pool Construction,https://www.google.com/maps/search/?api=1&query=San%20Antonio%20Home%20Builder&query_place_id=ChIJk7Q8wA9hXIYRoaUzWQhWrA8
Collier Custom Homes,(210) 560-2034,https://colliercustomhomes.com/,,"5152 Broadway Suite 201, San Antonio, TX 78209",5,1,Home builder,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Collier%20Custom%20Homes&query_place_id=ChIJcUowvCH1XIYRu0iGqsN5RNs
KW Landscape Architects: San Antonio,(210) 349-3500,https://www.kwtexas.com/,,"4039 Broadway, San Antonio, TX 78209",5,1,Landscape architect,New Pool Construction,https://www.google.com/maps/search/?api=1&query=KW%20Landscape%20Architects%3A%20San%20Antonio&query_place_id=ChIJj79Y63uKXIYRYBnEY91zuqM
Chair-ish-outdoor,(208) 305-2376,https://chair-ish-outdoor.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,,"414 W Nakoma St, San Antonio, TX 78216",5,1,Outdoor furniture store,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Chair-ish-outdoor&query_place_id=ChIJ34dLS3eNXIYReN7LewKMmJI
Outdoor furniture store,(726) 259-4268,,,"601 SW Military Dr, San Antonio, TX 78211",,,Furnace store,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Outdoor%20furniture%20store&query_place_id=ChIJ893WcSZZXIYR6kwrl9TRxCY
Affordable Outdoor Structures,(210) 542-4569,https://affordableoutdoorstructures.com/,,,,,Fence contractor,New Pool Construction,https://www.google.com/maps/search/?api=1&query=Affordable%20Outdoor%20Structures&query_place_id=ChIJc_X5oRizTSkRVE7G8oMcxYw
San Antonio TX Homes for Sale,(210) 347-3426,,,"923 N Loop 1604 E #101, San Antonio, TX 78232",,,Real estate agency,New Pool Construction,https://www.google.com/maps/search/?api=1&query=San%20Antonio%20TX%20Homes%20for%20Sale&query_place_id=ChIJzao6TP-JXIYRVpphAlL7dlA
